cell,group,env_id,condition,family,option_seed,budget,max_steps,reward_delay,gamma,discount,tag,n_options,primitive_step,point,low,high,method,n_seeds,limit
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,74552.04104584457,7.625792393770462,0.0,11.196300968426822,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,76574.19319928532,7.475728227729703,0.0,11.077594240423021,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,78651.19427804474,7.416793020306706,1.477201069484614,10.486451901892696,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,80784.53200627989,4.595704792852191,2.8451896396497007,15.793238924976434,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,82975.73446123024,6.668918429875087,3.003891615984081,13.22749511577565,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,85226.37116775483,6.4654418635058475,3.04605416200365,13.176578477434926,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,87538.05422256015,6.329574377234085,3.089360326387414,13.124280774425515,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,89912.43944891915,6.190021616540697,3.095921197106723,13.070564546701332,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,92351.22758271353,6.110079179234058,3.0346274028245968,13.015391318148685,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,94856.16549064343,6.034767033660858,2.958992281446395,12.958721569026451,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,97429.04742148284,5.9574121188325835,2.865387554396695,12.900514707658663,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,100071.71629127134,5.87795902660494,2.686420583732292,12.840729041359328,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,102786.0650033672,5.851395472215565,2.6436959111716876,12.779321746568598,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,105574.03780430586,5.892333757422114,2.5026630662565847,12.653997043582471,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,108437.63167643247,5.934382454099993,2.3938267880141804,11.580044256803646,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,111378.89776831168,5.876328183929574,3.8476490373296013,11.737657494673648,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,114399.94286393221,5.771988647342644,4.3455809881644,11.61452358553385,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,117502.93089176585,5.664819001537521,4.418447490457649,11.488049787961268,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,120690.08447475455,5.6316251626206775,4.392604007426701,11.358145510705949,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,123963.68652234321,5.743757562549913,4.366059544863463,11.249223041517627,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,127326.08186569085,5.711999741960396,4.338795089374731,11.238671410684166,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,130779.67893723947,5.965585867716577,4.310791111847359,11.227833577049106,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,134326.9514958352,6.236643197779023,4.282027553459861,11.216701777637708,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,137970.44039864637,6.12170349522997,4.256108271827871,11.205268038912028,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,141712.75542113848,6.067273389703904,4.229760270169281,11.193524171059613,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,145556.57712641763,6.0205612442838765,4.202697604397608,11.163238996710579,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,149504.65878527757,5.9725820770073295,4.174900889938596,10.64682483550377,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,153559.8283483237,5.923301521129381,4.14635021643013,10.465113698735943,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,157724.99047159313,5.628354182964381,4.117025133460734,9.803419282149692,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,162003.12859711304,5.918660633577527,4.329188097905942,11.319728351644748,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,166397.30708989728,5.779022235386051,4.288753515615446,10.528238107270957,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,170910.6734329014,6.086907448807075,4.2346922832456295,10.437389018860948,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,175546.4604815196,6.189234419512498,4.564493391971885,10.34407573661815,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,180307.98877922664,6.125127001103723,4.8231106052640715,10.188449741672878,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,185198.66893603554,6.060156567425859,4.706107950132063,11.03620354724829,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,190222.00407146223,6.041338028864452,4.577049243380093,11.01599986889746,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,195381.5923237599,6.0835601095629315,4.576381916471029,10.849859281166944,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,200681.12942720755,5.891106512905948,4.542347445285779,10.578231159024426,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,206124.41135930925,5.803857395706988,4.507389821920753,10.366679063938136,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,211715.3370597957,5.823176188191307,4.446939835038579,9.922794162347202,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,217457.91122337454,5.83557448603242,4.3746684846704,9.833345196172049,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,223356.24716823085,5.881451409079492,4.3520531466428505,9.824230012366348,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,229414.5697823353,6.095670923545239,4.379208500000913,9.718196888839131,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,235637.2185496681,6.3095284255160395,4.415416440982462,9.638496886488227,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,242028.65065852195,6.134390687843489,4.026955428354118,9.663420825730768,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,248593.4441941217,5.755491702812376,3.9620070107856327,9.323078586980468,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,255336.30141783302,5.909166726819917,3.96278972582594,9.213706408722429,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,262262.05213532445,6.077728334798638,3.971577779353316,9.153316478129781,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,269375.65715607925,6.25086201369291,4.305857103591247,9.11646095980751,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,276682.21184675174,6.117783997827905,4.342576530250479,9.91130445354761,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,284186.949780897,6.443041118800484,4.2870442253504715,9.812723409878389,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,291895.246487701,6.431298968301811,4.257916386332192,9.451425183818708,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,299812.6233023915,6.319025415455067,4.210987475522394,9.441575241412966,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,307944.751321085,6.9501483164676054,4.208613210721074,9.439975844075645,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,316297.45546290494,7.897332224183357,4.206834606846665,9.465816705597227,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,324876.71864228364,7.648864633095643,4.64486202160251,9.4455262663314,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,333688.68605443445,7.87173182204707,4.553378136972581,9.316828154622737,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,342739.6695770566,7.99104891485493,4.464910006969179,9.6034569028146,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,352036.1522914423,8.335526325518432,4.512066129574064,9.675506473722342,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,361584.79312620347,8.59903359772981,4.698486258709519,9.348496075885036,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,371392.43162696576,8.565452631186428,4.632212895896324,9.148872881278159,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,381466.09285542555,8.466622466975801,4.595201979311368,9.0486657550001,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,391812.9924212998,8.75000949399451,4.515383542500542,10.532943661778011,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,402440.54165075126,8.793782271814381,4.350874459913659,10.40882933080759,median-range,5,9987315
0830-172041__NetHackChallenge-v0__exp2/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp2,0830-172041__NetHackChallenge-v0__exp2,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp2,0,413356.35289501434,8.78985751134453,4.134255282439932,10.623890295621226,median-range,5,9987315
